book_url,genre
https://www.goodreads.com/book/show/30236962-the-historian,adult-fiction
https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,adult-fiction
https://www.goodreads.com/book/show/8908.World_War_Z,adult-fiction
https://www.goodreads.com/book/show/8683812-the-paris-wife,adult-fiction
https://www.goodreads.com/book/show/38255337-one-day-in-december,adult-fiction
https://www.goodreads.com/book/show/29437949-behind-closed-doors,adult-fiction
https://www.goodreads.com/book/show/15753740-the-storyteller,adult-fiction
https://www.goodreads.com/book/show/54493401-project-hail-mary,adult-fiction
https://www.goodreads.com/book/show/830502.It,adult-fiction
https://www.goodreads.com/book/show/35036409-my-brilliant-friend,adult-fiction
https://www.goodreads.com/book/show/33917.The_Namesake,adult-fiction
https://www.goodreads.com/book/show/75555793-beautiful-world-where-are-you,adult-fiction
https://www.goodreads.com/book/show/39927096-less,adult-fiction
https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,adult-fiction
https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home,adult-fiction
https://www.goodreads.com/book/show/10987.Voyager,adult-fiction
https://www.goodreads.com/book/show/1158967.Garden_Spells,adult-fiction
https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,adult-fiction
https://www.goodreads.com/book/show/49552.The_Stranger,adult-fiction
https://www.goodreads.com/book/show/32187419-conversations-with-friends,adult-fiction
https://www.goodreads.com/book/show/11559200-shadow-of-night,adult-fiction
https://www.goodreads.com/book/show/338691.Still_Life,adult-fiction
https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,adult-fiction
https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,adult-fiction
https://www.goodreads.com/book/show/42270835-the-nickel-boys,adult-fiction
https://www.goodreads.com/book/show/27189194-one-true-loves,adult-fiction
https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,adult-fiction
https://www.goodreads.com/book/show/15811545-a-tale-for-the-time-being,adult-fiction
https://www.goodreads.com/book/show/28815474-the-couple-next-door,adult-fiction
